brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,gpu_brand,gpu_type,display_size,resolution_width,resolution_height
lenovo,Lenovo V15 82QYA00MIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),73833,47,intel,celeron,2,8,SSD,256,NONE,intel,integrated,15.6,1920,1080
hp,HP 255 G9 7B1L8PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home),124466,64,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1366,768
dell,Dell Vostro 3420 D552317WIN9B Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),185588,59,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Bravo 15 B5ED-035IN Gaming Laptop (AMD Ryzen 7 / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),205806,72,amd,ryzen 7,8,16,SSD,512,NONE,amd,dedicated,15.6,1920,1080
hp,HP Spectre x360 16-f2002TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),484384,79,intel,core i7,14,16,SSD,1024,NONE,intel,integrated,16.0,3072,1920
hp,HP Spectre x360 2023 13.5-ef2033TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),459856,72,intel,core i7,10,16,SSD,1024,NONE,intel,integrated,13.5,3000,2000
lenovo,Lenovo V15 G2 IJL 82QYA00HIN Laptop (Celeron N4500/ 8GB/ 256GB SSD/ DOS),73006,43,intel,celeron,2,8,SSD,256,NONE,intel,integrated,15.6,1920,1080
honor,Honor MagicBook 15 BMH-WFQ9HN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),146046,59,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
acer,Acer Aspire 7 A715-75G Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),152686,59,intel,core i5,4,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Aspire 3 15 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),109526,50,intel,core i3,8,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer Aspire 3 14 A314-36M Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),106538,44,intel,core i3,8,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
acer,Acer Predator Helios 16 NH.QJRSI.003 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),614196,71,intel,core i9,24,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
acer,Acer Predator Helios 16 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),829966,77,intel,core i9,24,32,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
lenovo,Lenovo V14-IGL 82C40185PB Laptop (Celeron N4020/ 4GB/ 256GB SSD/ DOS),73006,45,intel,celeron,2,4,SSD,256,NONE,intel,integrated,14.0,1920,1080
lenovo,Lenovo V14 82KAA04QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),152686,58,intel,core i5,4,8,SSD,512,NONE,intel,integrated,14.0,1366,768
lenovo,Lenovo ThinkBook 15 G3 21A4A08WIH Laptop (AMD Ryzen 3 5300U/ 8 GB/ 512 GB SSD/ Win11 Home),111186,56,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo V15 G2 82KDA022IH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),119154,56,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook Pro 15 OLED M3500QC-L1712WS Laptop (Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),263940,67,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
fujitsu,Fujitsu FMV MH 4ZR1K10326 Laptop (AMD Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win11),187560,70,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),143390,58,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
msi,MSI Modern 15 B7M-072IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),146046,53,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
dell,Dell XPS 9315 D560076WIN9S Laptop (12th Gen Core i5 / 16GB/ 512GB SSD/ Win11),397072,68,intel,core i5,10,16,SSD,512,NONE,intel,integrated,13.0,1920,1080
acer,Acer Aspire 3 A315-24P Laptop (Ryzen 3 7520U/ 8GB/ 256GB SSD/ Win11 Home),92926,52,amd,ryzen 3,4,8,SSD,256,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad 3 15ITL6 82H803DNIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),121146,60,intel,core i3,2,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Modern 15 B7M-071IN Laptop (AMD Ryzen 5-7530U/ 16GB/ 512GB SSD/ Win11),162646,54,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo Thinkpad E15 21E6S05A00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),152686,66,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo Thinkpad E15 21E6S05G00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),219116,55,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
dell,Dell Vostro 5620 M552319WIN9S Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),292126,72,intel,core i7,12,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1080
lenovo,Lenovo E41-55 82FJ00A0IH Laptop (AMD Ryzen 3 3250U/ 8GB/ 1TB HDD/ DOS),112846,52,amd,ryzen 3,2,8,HDD,1024,NONE,amd,integrated,14.0,1920,1080
asus,Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),168606,59,amd,ryzen 5,4,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP Pavilion 15s-fq5013nia Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),192526,59,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1366,768
lenovo,Lenovo Thinkpad P16s 21BTS02000 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 4GB Graph),485619,75,intel,core i7,12,16,SSD,1024,NONE,nvidia,dedicated,16.0,1920,1200
hp,HP 247 G8 Laptop (AMD Ryzen 3 3500U/ 8GB/ 512GB SSD/Win11),109194,52,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,14.0,1366,768
lenovo,Lenovo ThinkBook 14 20VDA0V1IH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),144420,54,intel,core i3,2,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus Vivobook 14 OLED 2023 M1405YA-KM541WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),205508,67,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,14.0,2880,1800
hp,HP Chromebook x360 13b-ca0006MU Laptop (MediaTek Kompanio 1200/ 8GB/ 256 GB SSD/ Chrome OS),131309,43,other,other,8,8,SSD,256,NONE,arm,integrated,13.3,1920,1080
hp,HP Chromebook 15a-na0012TU Laptop (Intel Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),69686,37,intel,celeron,2,4,HDD,128,NONE,intel,integrated,15.6,1366,768
lenovo,Lenovo V14 82KAA08BIH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Dos),102886,50,intel,core i3,2,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),89636,59,amd,ryzen 3,2,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo V15 G3 82TTA01EIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),106904,48,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus ROG Zephyrus M16 2023 GU604VZ-NM050WS Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 / 12GB Graph),829966,89,intel,core i9,14,32,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
asus,Asus Vivobook Go 14 2023 E1404FA-NK522WS Laptop (Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11),149300,58,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
asus,Asus Vivobook Go 14 2023 E1404FA-NK542WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11),151690,59,amd,ryzen 5,4,16,SSD,512,NONE,amd,integrated,14.0,1920,1080
lenovo,Lenovo Thinkbook 15 21DJA0D9IH Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),199166,64,intel,core i5,10,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
msi,MSI Modern 14 C7M-063IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),139406,60,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
hp,HP 247 G8 796Z3PA Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ DOS),102916,47,amd,ryzen 3,2,8,SSD,512,NONE,amd,integrated,14.0,1366,768
acer,Acer Nitro 5 AN515-58 UN.QFHSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),253976,71,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Modern 14 C12M-440IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),126126,58,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
msi,MSI Modern 14 C12M-439IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),157666,59,intel,core i5,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
msi,MSI Prestige 13 Evo A13M-063IN Laptop(13th Gen Core i7/ 16 GB/ 1TB SSD/Win11 Home),308726,72,intel,core i7,12,16,SSD,1024,NONE,intel,integrated,13.3,1920,1200
msi,MSI Sword 15 A12UDX-468IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),275526,74,intel,core i5,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Aspire 3 A315-24P NX.KDESI.003 Laptop (Ryzen 3 7520U/ 8GB/ 512GB SSD/ Win11 Home),99566,54,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook Go 14 2023 E1404FA-NK322WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),106870,53,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
asus,Asus Vivobook Pro 15 M6500QC-HN742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),229046,72,amd,ryzen 7,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lg,LG Gram 16T90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),393416,72,intel,core i7,12,16,SSD,512,NONE,intel,integrated,16.0,2560,1600
msi,MSI Prestige 14 Evo B13M-279IN Laptop(13th Gen Core i7/ 16 GB/ 1TB SSD/Win11 Home),290138,67,intel,core i7,14,16,SSD,1024,NONE,intel,integrated,14.0,1920,1200
acer,Acer Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),229076,71,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Modern 15 B13M-289IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),167962,59,intel,core i5,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Modern 14 C13M-435IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),202486,61,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus ROG Strix SCAR 16 2023 G634JZ-N4062WS Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),929566,83,intel,core i9,24,32,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
msi,MSI Modern 14 C13M-436IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),179246,58,intel,core i5,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
msi,MSI Modern 14 C13M-437IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),136086,56,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP Spectre x360 14-ef0075TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),514596,73,intel,core i7,10,16,SSD,1024,NONE,intel,integrated,13.5,3000,2000
asus,Asus Vivobook Flip 14 2023 TN3402YAB-LZ522WS Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),182566,68,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,14.0,1920,1200
msi,MSI Katana 15 B13VFK-296IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),398366,76,intel,core i7,10,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Zenbook 14 OLED 2023 UM3402YA-KM551WS Laptop (Ryzen 5 7530U / 16GB/ 1TB SSD/ Win11 Home),258926,68,amd,ryzen 5,6,16,SSD,1024,NONE,amd,integrated,14.0,2880,1800
asus,Asus Vivobook 16 2023 M1605YA-MB551WS Laptop (Ryzen 5 7530U / 16GB/ 1TB SSD/ Win11 Home),222406,65,amd,ryzen 5,6,16,SSD,1024,NONE,amd,integrated,16.0,1920,1200
asus,Asus Vivobook 16 2023 M1605YA-MB541WS Laptop (Ryzen 5 7530U / 16GB/ 512GB SSD/ Win11 Home),199166,64,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,16.0,1920,1200
acer,Acer Nitro 5 AN515-47 NH.QL3SI.003 Gaming Laptop (AMD Ryzen 7 7735HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),250660,67,amd,ryzen 7,8,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook Pro 15 M6500QC-HN542WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),219086,68,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Thin GF63 12VE-070IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),305406,73,intel,core i7,10,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook Go 15 2023 E1504FA-NJ522WS Laptop (Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),149366,59,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Zenbook 14 2023 UM3402YA-KP541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),225726,68,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,14.0,2560,1600
hp,HP Chromebook 15a-na0008TU Laptop (Intel Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),69686,37,intel,celeron,2,4,HDD,128,NONE,intel,integrated,15.6,1366,768
